Date,Unnamed: 0,Mood,Tags,Weather,Moods,EmotionCat,DateTime,Weekday,Time
2023-12-10,196,Fulfilled,Home;By myself;Resting,light intensity drizzle,Fulfilled,"High Energy, Positive",2023-12-10 21:42:00,6,21:42:00
2023-12-10,197,Optimistic,Outside;Pets;Walking,overcast clouds,Optimistic,"High Energy, Positive",2023-12-10 15:38:00,6,15:38:00
2023-12-10,198,Compassionate,Walking;Outside;Pets,overcast clouds,Compassionate,"Low Energy, Positive",2023-12-10 15:37:00,6,15:37:00
2023-12-09,199,Curious,Commuting;Between places;Strangers,light intensity drizzle,Curious,"High Energy, Positive",2023-12-09 17:25:00,5,17:25:00
2023-12-08,200,Chill,Resting;By myself;Home,overcast clouds,Chill,"Low Energy, Positive",2023-12-08 14:17:00,4,14:17:00
2023-12-07,201,Longing,Resting;Home;By myself,overcast clouds,Longing,"Low Energy, Negative",2023-12-07 17:29:00,3,17:29:00
2023-12-07,202,Tired,Pets;Writing;Home,overcast clouds,Tired,"Low Energy, Negative",2023-12-07 06:31:00,3,06:31:00
2023-12-06,203,Thoughtful,Home;Planning life;By myself,light snow,Thoughtful,"Low Energy, Positive",2023-12-06 08:01:00,2,08:01:00
2023-12-05,204,Optimistic,,broken clouds,Optimistic,"High Energy, Positive",2023-12-05 21:35:00,1,21:35:00
2023-12-05,205,Inspired,Outside;Learning ;Co-workers;Strangers,light snow,Inspired,"High Energy, Positive",2023-12-05 21:25:00,1,21:25:00
2023-12-04,206,Accomplished,Outside;After teaching ;Strangers,broken clouds,Accomplished,"High Energy, Positive",2023-12-04 21:10:00,0,21:10:00
2023-12-03,207,Chill,Home;Watching shows;By myself,overcast clouds,Chill,"Low Energy, Positive",2023-12-03 15:54:00,6,15:54:00
2023-12-03,208,Empowered,Outside;Running;By myself,broken clouds,Empowered,"High Energy, Positive",2023-12-03 09:25:00,6,09:25:00
2023-12-03,209,Optimistic,Outside;Running;By myself,broken clouds,Optimistic,"High Energy, Positive",2023-12-03 09:24:00,6,09:24:00
2023-12-02,210,Lonely,Home;Resting;Watching shows;By myself,broken clouds,Lonely,"Low Energy, Negative",2023-12-02 18:27:00,5,18:27:00
2023-12-01,211,Optimistic,Home;Networking;Strangers,broken clouds,Optimistic,"High Energy, Positive",2023-12-01 13:43:00,4,13:43:00
2023-11-30,212,Pensive,Home;Writing;Friends,shower snow,Pensive,"Low Energy, Positive",2023-11-30 06:37:00,3,06:37:00
2023-11-29,213,Longing,Home;Resting;By myself,broken clouds,Longing,"Low Energy, Negative",2023-11-29 19:16:00,2,19:16:00
2023-11-29,214,Wistful,Outside;Walking;By myself,light snow,Wistful,"Low Energy, Negative",2023-11-29 17:38:00,2,17:38:00
2023-11-28,215,Empowered,Outside;After teaching ;By myself,clear sky,Empowered,"High Energy, Positive",2023-11-28 08:24:00,1,08:24:00
2023-11-28,216,Chill,Outside;Walking;Pets,,Chill,"Low Energy, Positive",2023-11-28 06:32:00,1,06:32:00
2023-11-27,217,Proud,Teaching;Strangers,broken clouds,Proud,"High Energy, Positive",2023-11-27 20:41:00,0,20:41:00
2023-11-27,218,Nervous,Home;Planning teaching;By myself,overcast clouds,Nervous,"High Energy, Negative",2023-11-27 16:21:00,0,16:21:00
2023-11-26,219,Happy,Outside;Hanging out;Family,broken clouds,Happy,"High Energy, Positive",2023-11-26 15:32:00,6,15:32:00
2023-11-26,220,Excited,Teaching;Strangers,overcast clouds,Excited,"High Energy, Positive",2023-11-26 07:08:00,6,07:08:00
2023-11-26,221,Nervous,Work;Teaching;Strangers,scattered clouds,Nervous,"High Energy, Negative",2023-11-26 06:35:00,6,06:35:00
2023-11-26,222,Calm,Outside;Walking;Pets,scattered clouds,Calm,"Low Energy, Positive",2023-11-26 06:34:00,6,06:34:00
2023-11-25,223,Lonely,Home;Watching shows;By myself,broken clouds,Lonely,"Low Energy, Negative",2023-11-25 17:19:00,5,17:19:00
2023-11-24,224,Productive,Home;Planning teaching;By myself,broken clouds,Productive,"High Energy, Positive",2023-11-24 13:29:00,4,13:29:00
2023-11-23,225,Happy,Home;Hanging out;Family,broken clouds,Happy,"High Energy, Positive",2023-11-23 07:35:00,3,07:35:00
2023-11-22,226,Happy,Drinking ;Hanging out;Networking;Friends,overcast clouds,Happy,"High Energy, Positive",2023-11-22 18:01:00,2,18:01:00
2023-11-22,227,Productive,Home;Planning teaching;By myself,overcast clouds,Productive,"High Energy, Positive",2023-11-22 13:46:00,2,13:46:00
2023-11-21,228,Excited,Work;Networking;Friends,overcast clouds,Excited,"High Energy, Positive",2023-11-21 13:01:00,1,13:01:00
2023-11-21,229,Accomplished,Work;Teaching;Co-workers;Students,broken clouds,Accomplished,"High Energy, Positive",2023-11-21 12:42:00,1,12:42:00
2023-11-20,230,Discouraged,Work;Planning teaching;Students,overcast clouds,Discouraged,"Low Energy, Negative",2023-11-20 19:25:00,0,19:25:00
2023-11-20,231,Motivated,Home;Learning ;Planning life;Pets,overcast clouds,Motivated,"High Energy, Positive",2023-11-20 09:21:00,0,09:21:00
2023-11-19,232,Inspired,Home;Learning ;By myself,light rain,Inspired,"High Energy, Positive",2023-11-19 08:01:00,6,08:01:00
2023-11-18,233,Chill,At friends;Eating;Hanging out;Family,scattered clouds,Chill,"Low Energy, Positive",2023-11-18 16:44:00,5,16:44:00
2023-11-17,234,Annoyed,Work;Planning teaching;Co-workers,overcast clouds,Annoyed,"High Energy, Negative",2023-11-17 15:00:00,4,15:00:00
2023-11-17,235,Joyful,Outside;Hanging out;Friends,overcast clouds,Joyful,"High Energy, Positive",2023-11-17 14:15:00,4,14:15:00
2023-11-16,236,Tired,Outside;Walking;Pets,overcast clouds,Tired,"Low Energy, Negative",2023-11-16 18:50:00,3,18:50:00
2023-11-16,237,Relieved,Outside;Walking;Pets,overcast clouds,Relieved,"Low Energy, Positive",2023-11-16 18:49:00,3,18:49:00
2023-11-16,238,Anxious,Home;Waking up;By myself,moderate rain,Anxious,"High Energy, Negative",2023-11-16 06:31:00,3,06:31:00
2023-11-15,239,Trapped,Home;Watching shows;By myself,overcast clouds,Trapped,"Low Energy, Negative",2023-11-15 18:28:00,2,18:28:00
2023-11-15,240,Anxious,Outside;Hanging out;Pets,broken clouds,Anxious,"High Energy, Negative",2023-11-15 06:35:00,2,06:35:00
2023-11-14,241,Tired,Home;Resting;By myself,broken clouds,Tired,"Low Energy, Negative",2023-11-14 19:20:00,1,19:20:00
2023-11-14,242,Lonely,Home;Watching shows;Pets,light intensity drizzle,Lonely,"Low Energy, Negative",2023-11-14 18:07:00,1,18:07:00
2023-11-14,243,Challenged,Outside;Running;By myself,moderate rain,Challenged,"High Energy, Negative",2023-11-14 06:34:00,1,06:34:00
2023-11-13,244,Thoughtful,Home;Resting;By myself,light rain,Thoughtful,"Low Energy, Positive",2023-11-13 21:02:00,0,21:02:00
2023-11-13,245,Motivated,Home;Writing;Pets,,Motivated,"High Energy, Positive",2023-11-13 06:31:00,0,06:31:00
2023-11-12,246,Motivated,Home;Writing;Pets,overcast clouds,Motivated,"High Energy, Positive",2023-11-12 20:45:00,6,20:45:00
2023-11-12,247,Productive,Home;Writing;Pets,overcast clouds,Productive,"High Energy, Positive",2023-11-12 20:44:00,6,20:44:00
2023-11-11,248,Tired,Outside;Walking;Pets,overcast clouds,Tired,"Low Energy, Negative",2023-11-11 18:59:00,5,18:59:00
2023-11-11,249,Vulnerable,Home;Resting;By myself,broken clouds,Vulnerable,"Low Energy, Negative",2023-11-11 11:24:00,5,11:24:00
2023-11-11,250,Longing,Home;Resting;By myself,broken clouds,Longing,"Low Energy, Negative",2023-11-11 11:23:00,5,11:23:00
2023-11-11,251,Peaceful,Outside;Walking;Pets,overcast clouds,Peaceful,"Low Energy, Positive",2023-11-11 07:11:00,5,07:11:00
2023-11-10,252,Motivated,Home;Writing;Pets,light rain,Motivated,"High Energy, Positive",2023-11-10 07:06:00,4,07:06:00
2023-11-09,253,Uneasy,Home;Resting;By myself,scattered clouds,Uneasy,"Low Energy, Negative",2023-11-09 20:57:00,3,20:57:00
2023-11-09,254,Peaceful,Outside;Walking;Pets,overcast clouds,Peaceful,"Low Energy, Positive",2023-11-09 06:31:00,3,06:31:00
2023-11-08,255,Optimistic,Home;Planning life;Writing;By myself,broken clouds,Optimistic,"High Energy, Positive",2023-11-08 06:30:00,2,06:30:00
2023-11-07,256,Tired,Home;Resting;Pets,scattered clouds,Tired,"Low Energy, Negative",2023-11-07 20:11:00,1,20:11:00
2023-11-07,257,Optimistic,Work;Teaching;Students,broken clouds,Optimistic,"High Energy, Positive",2023-11-07 09:41:00,1,09:41:00
2023-11-07,258,Anxious,Planning teaching,overcast clouds,Anxious,"High Energy, Negative",2023-11-07 06:31:00,1,06:31:00
2023-11-06,259,Tense,Home;Resting;By myself,broken clouds,Tense,"High Energy, Negative",2023-11-06 19:06:00,0,19:06:00
2023-11-06,260,Productive;Anxious,Home;Planning teaching;By myself,broken clouds,Productive,"High Energy, Positive",2023-11-06 13:30:00,0,13:30:00
2023-11-06,260,Productive;Anxious,Home;Planning teaching;By myself,broken clouds,Anxious,"High Energy, Negative",2023-11-06 13:30:00,0,13:30:00
2023-11-06,261,Excited,Home;Planning life;By myself,mist,Excited,"High Energy, Positive",2023-11-06 06:35:00,0,06:35:00
2023-11-05,262,Nervous,Home;Watching shows;By myself,overcast clouds,Nervous,"High Energy, Negative",2023-11-05 15:56:00,6,15:56:00
2023-11-05,263,Proud;Productive,Home;Planning teaching;By myself,broken clouds,Proud,"High Energy, Positive",2023-11-05 09:16:00,6,09:16:00
2023-11-05,263,Proud;Productive,Home;Planning teaching;By myself,broken clouds,Productive,"High Energy, Positive",2023-11-05 09:16:00,6,09:16:00
2023-11-04,264,Wistful;Pensive,Outside;Walking;Pets,overcast clouds,Wistful,"Low Energy, Negative",2023-11-04 18:31:00,5,18:31:00
2023-11-04,264,Wistful;Pensive,Outside;Walking;Pets,overcast clouds,Pensive,"Low Energy, Positive",2023-11-04 18:31:00,5,18:31:00
2023-11-04,265,Overwhelmed;Excited,Home;Reading;By myself,overcast clouds,Overwhelmed,"High Energy, Negative",2023-11-04 08:50:00,5,08:50:00
2023-11-04,265,Overwhelmed;Excited,Home;Reading;By myself,overcast clouds,Excited,"High Energy, Positive",2023-11-04 08:50:00,5,08:50:00
2023-11-03,266,Relieved,Home;Writing;By myself,scattered clouds,Relieved,"Low Energy, Positive",2023-11-03 10:13:00,4,10:13:00
2023-11-02,267,Wistful;Melancholic,Home;Watching shows;By myself,light rain,Wistful,"Low Energy, Negative",2023-11-02 18:11:00,3,18:11:00
2023-11-02,267,Wistful;Melancholic,Home;Watching shows;By myself,light rain,Melancholic,"Low Energy, Negative",2023-11-02 18:11:00,3,18:11:00
2023-11-02,268,Balanced;Enjoyment,Outside;Walking;Pets,overcast clouds,Balanced,"Low Energy, Positive",2023-11-02 07:20:00,3,07:20:00
2023-11-02,268,Balanced;Enjoyment,Outside;Walking;Pets,overcast clouds,Enjoyment,"High Energy, Positive",2023-11-02 07:20:00,3,07:20:00
2023-11-01,269,Upbeat;Cheerful,Home;Hanging out;By myself,light rain,Upbeat,"High Energy, Positive",2023-11-01 18:32:00,2,18:32:00
2023-11-01,269,Upbeat;Cheerful,Home;Hanging out;By myself,light rain,Cheerful,"High Energy, Positive",2023-11-01 18:32:00,2,18:32:00
2023-11-01,270,Grateful,Home;Eating;By myself,overcast clouds,Grateful,"Low Energy, Positive",2023-11-01 16:20:00,2,16:20:00
2023-11-01,271,At Ease,Outside;Walking;Pets,,At Ease,"Low Energy, Positive",2023-11-01 06:41:00,2,06:41:00
2023-11-01,272,Relieved,Outside;Walking;By myself,,Relieved,"Low Energy, Positive",2023-11-01 06:33:00,2,06:33:00
2023-10-31,273,Chill,Home;Resting;Pets,broken clouds,Chill,"Low Energy, Positive",2023-10-31 18:30:00,1,18:30:00
2023-10-31,274,Accomplished,Commuting;Between places;Strangers,light rain,Accomplished,"High Energy, Positive",2023-10-31 11:00:00,1,11:00:00
2023-10-31,275,Alive,Commuting;Between places;Strangers,light rain,Alive,"High Energy, Positive",2023-10-31 08:09:00,1,08:09:00
2023-10-30,276,Productive;Nervous,Home;Watching shows;By myself,scattered clouds,Productive,"High Energy, Positive",2023-10-30 18:30:00,0,18:30:00
2023-10-30,276,Productive;Nervous,Home;Watching shows;By myself,scattered clouds,Nervous,"High Energy, Negative",2023-10-30 18:30:00,0,18:30:00
2023-10-30,277,Optimistic;Balanced,Home;Resting;By myself,few clouds,Optimistic,"High Energy, Positive",2023-10-30 13:40:00,0,13:40:00
2023-10-30,277,Optimistic;Balanced,Home;Resting;By myself,few clouds,Balanced,"Low Energy, Positive",2023-10-30 13:40:00,0,13:40:00
2023-10-29,278,Chill,Home;Waking up;Pets,light intensity drizzle,Chill,"Low Energy, Positive",2023-10-29 06:42:00,6,06:42:00
2023-10-28,279,Fomo;Frustrated,Home;Watching shows;Resting;Pets,overcast clouds,Fomo,"High Energy, Negative",2023-10-28 15:01:00,5,15:01:00
2023-10-28,279,Fomo;Frustrated,Home;Watching shows;Resting;Pets,overcast clouds,Frustrated,"High Energy, Negative",2023-10-28 15:01:00,5,15:01:00
2023-10-27,280,Chill;Worried,Home;Waking up;Resting;By myself,broken clouds,Chill,"Low Energy, Positive",2023-10-27 08:35:00,4,08:35:00
2023-10-27,280,Chill;Worried,Home;Waking up;Resting;By myself,broken clouds,Worried,"High Energy, Negative",2023-10-27 08:35:00,4,08:35:00
2023-10-26,281,Grateful;Exhausted,Home;Reading;Resting;By myself,broken clouds,Grateful,"Low Energy, Positive",2023-10-26 16:38:00,3,16:38:00
2023-10-26,281,Grateful;Exhausted,Home;Reading;Resting;By myself,broken clouds,Exhausted,"Low Energy, Negative",2023-10-26 16:38:00,3,16:38:00
2023-10-25,282,Annoyed;Apathetic,Home;Resting;By myself,broken clouds,Annoyed,"High Energy, Negative",2023-10-25 16:13:00,2,16:13:00
2023-10-25,282,Annoyed;Apathetic,Home;Resting;By myself,broken clouds,Apathetic,"Low Energy, Negative",2023-10-25 16:13:00,2,16:13:00
2023-10-24,283,Spent,Home;Resting;By myself,broken clouds,Spent,"Low Energy, Negative",2023-10-24 13:51:00,1,13:51:00
2023-10-24,284,Exhausted,Home;Waking up;By myself,broken clouds,Exhausted,"Low Energy, Negative",2023-10-24 07:12:00,1,07:12:00
2023-10-23,285,Worried;Melancholic,Home;Resting;By myself,overcast clouds,Worried,"High Energy, Negative",2023-10-23 17:41:00,0,17:41:00
2023-10-23,285,Worried;Melancholic,Home;Resting;By myself,overcast clouds,Melancholic,"Low Energy, Negative",2023-10-23 17:41:00,0,17:41:00
2023-10-23,286,Safe;Exhausted,Home;Resting;By myself,scattered clouds,Safe,"Low Energy, Positive",2023-10-23 10:39:00,0,10:39:00
2023-10-23,286,Safe;Exhausted,Home;Resting;By myself,scattered clouds,Exhausted,"Low Energy, Negative",2023-10-23 10:39:00,0,10:39:00
2023-10-22,287,Pensive;Melancholic,Home;Listening to music;By myself,few clouds,Pensive,"Low Energy, Positive",2023-10-22 13:31:00,6,13:31:00
2023-10-22,287,Pensive;Melancholic,Home;Listening to music;By myself,few clouds,Melancholic,"Low Energy, Negative",2023-10-22 13:31:00,6,13:31:00
2023-10-21,288,Exhausted;Empty,Home;Watching shows;By myself,broken clouds,Exhausted,"Low Energy, Negative",2023-10-21 13:32:00,5,13:32:00
2023-10-21,288,Exhausted;Empty,Home;Watching shows;By myself,broken clouds,Empty,"Low Energy, Negative",2023-10-21 13:32:00,5,13:32:00
2023-10-20,289,Fatigued,Home;Watching shows;By myself,overcast clouds,Fatigued,"Low Energy, Negative",2023-10-20 18:45:00,4,18:45:00
2023-10-19,290,Scared;Frustrated,Home;Resting;By myself,overcast clouds,Scared,"Low Energy, Negative",2023-10-19 13:36:00,3,13:36:00
2023-10-19,290,Scared;Frustrated,Home;Resting;By myself,overcast clouds,Frustrated,"High Energy, Negative",2023-10-19 13:36:00,3,13:36:00
2023-10-19,291,Exhausted,Home;Waking up;By myself,clear sky,Exhausted,"Low Energy, Negative",2023-10-19 06:44:00,3,06:44:00
2023-10-18,292,Frustrated;Fatigued,Home;Watching shows;By myself,overcast clouds,Frustrated,"High Energy, Negative",2023-10-18 18:40:00,2,18:40:00
2023-10-18,292,Frustrated;Fatigued,Home;Watching shows;By myself,overcast clouds,Fatigued,"Low Energy, Negative",2023-10-18 18:40:00,2,18:40:00
2023-10-18,293,Meh,Home;Watching shows;By myself,few clouds,Meh,"Low Energy, Negative",2023-10-18 13:35:00,2,13:35:00
2023-10-18,294,Worried;Fatigued,Home;Resting;By myself,broken clouds,Worried,"High Energy, Negative",2023-10-18 09:02:00,2,09:02:00
2023-10-18,294,Worried;Fatigued,Home;Resting;By myself,broken clouds,Fatigued,"Low Energy, Negative",2023-10-18 09:02:00,2,09:02:00
2023-10-17,295,Exhausted,Home;Watching shows;By myself,scattered clouds,Exhausted,"Low Energy, Negative",2023-10-17 18:40:00,1,18:40:00
2023-10-17,296,Thankful,Home;Resting;By myself,scattered clouds,Thankful,"Low Energy, Positive",2023-10-17 11:35:00,1,11:35:00
2023-10-17,297,Fatigued;Worried,Home;Waking up;By myself,scattered clouds,Fatigued,"Low Energy, Negative",2023-10-17 07:50:00,1,07:50:00
2023-10-17,297,Fatigued;Worried,Home;Waking up;By myself,scattered clouds,Worried,"High Energy, Negative",2023-10-17 07:50:00,1,07:50:00
2023-10-16,298,Fatigued;Meh,Home;Watching shows;By myself,few clouds,Fatigued,"Low Energy, Negative",2023-10-16 20:17:00,0,20:17:00
2023-10-16,298,Fatigued;Meh,Home;Watching shows;By myself,few clouds,Meh,"Low Energy, Negative",2023-10-16 20:17:00,0,20:17:00
2023-10-16,299,Apathetic;Wistful,Home;Resting;By myself,broken clouds,Apathetic,"Low Energy, Negative",2023-10-16 15:25:00,0,15:25:00
2023-10-16,299,Apathetic;Wistful,Home;Resting;By myself,broken clouds,Wistful,"Low Energy, Negative",2023-10-16 15:25:00,0,15:25:00
2023-10-16,300,Relieved;Fatigued,Home;Resting;By myself,scattered clouds,Relieved,"Low Energy, Positive",2023-10-16 07:32:00,0,07:32:00
2023-10-16,300,Relieved;Fatigued,Home;Resting;By myself,scattered clouds,Fatigued,"Low Energy, Negative",2023-10-16 07:32:00,0,07:32:00
2023-10-15,301,Fatigued,Home;Resting;Pets;By myself,few clouds,Fatigued,"Low Energy, Negative",2023-10-15 18:30:00,6,18:30:00
2023-10-15,302,Worried;Exhausted,Home;Resting;By myself,broken clouds,Worried,"High Energy, Negative",2023-10-15 14:56:00,6,14:56:00
2023-10-15,302,Worried;Exhausted,Home;Resting;By myself,broken clouds,Exhausted,"Low Energy, Negative",2023-10-15 14:56:00,6,14:56:00
2023-10-15,303,Exhausted,Resting;By myself,broken clouds,Exhausted,"Low Energy, Negative",2023-10-15 08:08:00,6,08:08:00
2023-10-14,304,Fatigued;Disconnected,Home;Resting;By myself,few clouds,Fatigued,"Low Energy, Negative",2023-10-14 19:48:00,5,19:48:00
2023-10-14,304,Fatigued;Disconnected,Home;Resting;By myself,few clouds,Disconnected,"Low Energy, Negative",2023-10-14 19:48:00,5,19:48:00
2023-10-14,305,Helpless,Home;Resting;By myself,few clouds,Helpless,"Low Energy, Negative",2023-10-14 14:29:00,5,14:29:00
2023-10-14,306,Fatigued;Apathetic,Home;Resting;By myself,few clouds,Fatigued,"Low Energy, Negative",2023-10-14 08:49:00,5,08:49:00
2023-10-14,306,Fatigued;Apathetic,Home;Resting;By myself,few clouds,Apathetic,"Low Energy, Negative",2023-10-14 08:49:00,5,08:49:00
2023-10-13,307,Tired;Melancholic,Home;By myself,broken clouds,Tired,"Low Energy, Negative",2023-10-13 18:34:00,4,18:34:00
2023-10-13,307,Tired;Melancholic,Home;By myself,broken clouds,Melancholic,"Low Energy, Negative",2023-10-13 18:34:00,4,18:34:00
2023-10-13,308,Peaceful,Home;Resting;Pets,light rain,Peaceful,"Low Energy, Positive",2023-10-13 13:30:00,4,13:30:00
2023-10-13,309,Apathetic,Home;Waking up;Resting;By myself,broken clouds,Apathetic,"Low Energy, Negative",2023-10-13 07:41:00,4,07:41:00
2023-10-12,310,Apathetic,Home;Watching shows;By myself,broken clouds,Apathetic,"Low Energy, Negative",2023-10-12 18:31:00,3,18:31:00
2023-10-12,311,Chill,Home;Watching shows;Resting;Family,scattered clouds,Chill,"Low Energy, Positive",2023-10-12 14:48:00,3,14:48:00
2023-10-12,312,Sad;Longing,Home;Resting;By myself,broken clouds,Sad,"Low Energy, Negative",2023-10-12 07:44:00,3,07:44:00
2023-10-12,312,Sad;Longing,Home;Resting;By myself,broken clouds,Longing,"Low Energy, Negative",2023-10-12 07:44:00,3,07:44:00
2023-10-12,313,Lost;Pensive,Home;Waking up;Resting;By myself,broken clouds,Lost,"Low Energy, Negative",2023-10-12 07:17:00,3,07:17:00
2023-10-12,313,Lost;Pensive,Home;Waking up;Resting;By myself,broken clouds,Pensive,"Low Energy, Positive",2023-10-12 07:17:00,3,07:17:00
2023-10-11,314,Balanced;Chill,Home;Watching shows;By myself,light intensity drizzle,Balanced,"Low Energy, Positive",2023-10-11 18:31:00,2,18:31:00
2023-10-11,314,Balanced;Chill,Home;Watching shows;By myself,light intensity drizzle,Chill,"Low Energy, Positive",2023-10-11 18:31:00,2,18:31:00
2023-10-11,315,Disengaged;Down,Home;After swimming;Resting;By myself,overcast clouds,Disengaged,"Low Energy, Negative",2023-10-11 10:13:00,2,10:13:00
2023-10-11,315,Disengaged;Down,Home;After swimming;Resting;By myself,overcast clouds,Down,"Low Energy, Negative",2023-10-11 10:13:00,2,10:13:00
2023-10-10,316,Good,Home;Writing;Pets,few clouds,Good,"Low Energy, Positive",2023-10-10 14:18:00,1,14:18:00
2023-10-10,317,Proud;Optimistic,Home;Writing;By myself,broken clouds,Proud,"High Energy, Positive",2023-10-10 06:40:00,1,06:40:00
2023-10-10,317,Proud;Optimistic,Home;Writing;By myself,broken clouds,Optimistic,"High Energy, Positive",2023-10-10 06:40:00,1,06:40:00
2023-10-09,318,Relieved,Home;Resting;Pets,overcast clouds,Relieved,"Low Energy, Positive",2023-10-09 21:10:00,0,21:10:00
2023-10-09,319,Sad;Worried,Home;Resting;By myself,overcast clouds,Sad,"Low Energy, Negative",2023-10-09 20:28:00,0,20:28:00
2023-10-09,319,Sad;Worried,Home;Resting;By myself,overcast clouds,Worried,"High Energy, Negative",2023-10-09 20:28:00,0,20:28:00
2023-10-09,320,Calm,Home;Writing;By myself,overcast clouds,Calm,"Low Energy, Positive",2023-10-09 07:37:00,0,07:37:00
2023-10-08,321,Lonely;Tired,Home;Resting;Pets,scattered clouds,Lonely,"Low Energy, Negative",2023-10-08 19:18:00,6,19:18:00
2023-10-08,321,Lonely;Tired,Home;Resting;Pets,scattered clouds,Tired,"Low Energy, Negative",2023-10-08 19:18:00,6,19:18:00
2023-10-08,322,Lost;Melancholic,Home;Watching shows;By myself,scattered clouds,Lost,"Low Energy, Negative",2023-10-08 17:56:00,6,17:56:00
2023-10-08,322,Lost;Melancholic,Home;Watching shows;By myself,scattered clouds,Melancholic,"Low Energy, Negative",2023-10-08 17:56:00,6,17:56:00
2023-10-08,323,Calm,Home;Watching shows;By myself,scattered clouds,Calm,"Low Energy, Positive",2023-10-08 13:36:00,6,13:36:00
2023-10-07,324,Joyful,Outside;Hanging out;Friends,overcast clouds,Joyful,"High Energy, Positive",2023-10-07 19:08:00,5,19:08:00
2023-10-07,325,Relaxed,Home;Resting;Pets,broken clouds,Relaxed,"Low Energy, Positive",2023-10-07 13:30:00,5,13:30:00
2023-10-07,326,Proud;Relaxed,Home;Waking up;By myself,light rain,Proud,"High Energy, Positive",2023-10-07 07:01:00,5,07:01:00
2023-10-07,326,Proud;Relaxed,Home;Waking up;By myself,light rain,Relaxed,"Low Energy, Positive",2023-10-07 07:01:00,5,07:01:00
2023-10-06,327,Chill;Relieved,Home;Resting;By myself,broken clouds,Chill,"Low Energy, Positive",2023-10-06 18:08:00,4,18:08:00
2023-10-06,327,Chill;Relieved,Home;Resting;By myself,broken clouds,Relieved,"Low Energy, Positive",2023-10-06 18:08:00,4,18:08:00
2023-10-06,328,Tired;Relaxed,Home;Resting;By myself,overcast clouds,Tired,"Low Energy, Negative",2023-10-06 13:42:00,4,13:42:00
2023-10-06,328,Tired;Relaxed,Home;Resting;By myself,overcast clouds,Relaxed,"Low Energy, Positive",2023-10-06 13:42:00,4,13:42:00
2023-10-06,329,Annoyed;Pensive,Outside;Walking;By myself,light rain,Annoyed,"High Energy, Negative",2023-10-06 08:33:00,4,08:33:00
2023-10-06,329,Annoyed;Pensive,Outside;Walking;By myself,light rain,Pensive,"Low Energy, Positive",2023-10-06 08:33:00,4,08:33:00
2023-10-05,330,Tired;Accomplished,Commuting;Between places;Strangers,broken clouds,Tired,"Low Energy, Negative",2023-10-05 23:33:00,3,23:33:00
2023-10-05,330,Tired;Accomplished,Commuting;Between places;Strangers,broken clouds,Accomplished,"High Energy, Positive",2023-10-05 23:33:00,3,23:33:00
2023-10-05,331,Good,,clear sky,Good,"Low Energy, Positive",2023-10-05 13:30:00,3,13:30:00
2023-10-05,332,Empowered,Outside;Running;Listening to music;By myself,broken clouds,Empowered,"High Energy, Positive",2023-10-05 08:05:00,3,08:05:00
2023-10-05,333,Upbeat;Nervous,Home;Planning teaching;By myself,broken clouds,Upbeat,"High Energy, Positive",2023-10-05 07:29:00,3,07:29:00
2023-10-05,333,Upbeat;Nervous,Home;Planning teaching;By myself,broken clouds,Nervous,"High Energy, Negative",2023-10-05 07:29:00,3,07:29:00
2023-10-04,334,Down;Overwhelmed,Outside;Walking;By myself,broken clouds,Down,"Low Energy, Negative",2023-10-04 13:38:00,2,13:38:00
2023-10-04,334,Down;Overwhelmed,Outside;Walking;By myself,broken clouds,Overwhelmed,"High Energy, Negative",2023-10-04 13:38:00,2,13:38:00
2023-10-04,335,Ashamed;Inadequate,Home;Planning teaching;By myself,few clouds,Ashamed,"Low Energy, Negative",2023-10-04 07:45:00,2,07:45:00
2023-10-04,335,Ashamed;Inadequate,Home;Planning teaching;By myself,few clouds,Inadequate,"Low Energy, Negative",2023-10-04 07:45:00,2,07:45:00
2023-10-04,336,Thoughtful;Pensive,Home;Planning teaching;By myself,few clouds,Thoughtful,"Low Energy, Positive",2023-10-04 07:42:00,2,07:42:00
2023-10-04,336,Thoughtful;Pensive,Home;Planning teaching;By myself,few clouds,Pensive,"Low Energy, Positive",2023-10-04 07:42:00,2,07:42:00
2023-10-03,337,Burned Out;Worried,Home;Watching shows;By myself,broken clouds,Burned Out,"Low Energy, Negative",2023-10-03 17:27:00,1,17:27:00
2023-10-03,337,Burned Out;Worried,Home;Watching shows;By myself,broken clouds,Worried,"High Energy, Negative",2023-10-03 17:27:00,1,17:27:00
2023-10-03,338,Optimistic;Accomplished,Work;Planning teaching;Co-workers,broken clouds,Optimistic,"High Energy, Positive",2023-10-03 14:58:00,1,14:58:00
2023-10-03,338,Optimistic;Accomplished,Work;Planning teaching;Co-workers,broken clouds,Accomplished,"High Energy, Positive",2023-10-03 14:58:00,1,14:58:00
2023-10-03,339,Nervous,Home;Back from run;Pets,mist,Nervous,"High Energy, Negative",2023-10-03 07:36:00,1,07:36:00
2023-10-03,340,Empowered,Outside;Running;Listening to music;By myself,mist,Empowered,"High Energy, Positive",2023-10-03 07:10:00,1,07:10:00
2023-10-02,341,Restless,Home;Planning teaching;By myself,overcast clouds,Restless,"High Energy, Negative",2023-10-02 18:35:00,0,18:35:00
2023-10-02,342,Nervous,Home;Planning teaching;By myself,overcast clouds,Nervous,"High Energy, Negative",2023-10-02 15:47:00,0,15:47:00
